review_id,product_id,product_name,brand,marketplace,source_url,raw_text,rating,review_date,review_title,reviewer_name,scraped_at
flipkart_a45599bb6cf04b96de4d,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=4,Helpful for 6,5,,Helpful for 6,,2026-05-09T22:20:16+00:00
flipkart_c50299be2cee7d447203,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,"This mobile phone truly stands out in its budget range, offering an impressive array of features that competitors simply cannot match at this price point. The camera performance is particularly remark...",4.0,,Helpful for 2,,2026-05-09T22:20:21+00:00
flipkart_d682f7d1ebff9d4aab80,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,It's awesome under 20k ...iam very happy,4.0,,It's awesome under 20k ...iam very happy,,2026-05-09T22:20:21+00:00
flipkart_20aec43e172d727f72df,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Helpful for 1,4.0,,Helpful for 1,,2026-05-09T22:20:21+00:00
flipkart_a0f7bc93f5333821c418,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Pretty good,4.0,,Pretty good,,2026-05-09T22:20:21+00:00
flipkart_2d3176ea4582ec5299d2,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Nice phone in this price I am using 10 days then I review it was nice I hope if you search in this price you can buy it,4.0,,Pretty good,,2026-05-09T22:20:21+00:00
flipkart_27345f73a86f1105e5f3,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Phone worth for this price 😀,4.0,,Phone worth for this price 😀,,2026-05-09T22:20:21+00:00
flipkart_41809c0ff3ea3618ad0a,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,this phone is very nice from tha simple man and normal prformens......value fir monay thanx,4.0,,Helpful for 1,,2026-05-09T22:20:21+00:00
flipkart_7218eb8818a6fec7e0c0,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Superb mobile in budget and satisfied,4.0,,Superb mobile in budget and satisfied,,2026-05-09T22:20:21+00:00
flipkart_2c675245417b98c8774f,infinix_note_50x_5g_plus,Infinix Note 50x 5G Plus,Infinix,flipkart,https://www.flipkart.com/infinix-note-50x-5g-45w-charger-box-ai-sunset-spice-pink-128-gb/product-reviews/itm012aed121baec?pid=MOBHAYMDFNNMDMFC&page=5,Helpful for 3,4.0,,Good choice,,2026-05-09T22:20:21+00:00
